"Index", "Height(Inches)", "Weight(Pounds)"
11486, 6848521, 9053995
11487, 6810699, 1292909
11488, 7027703, 1343019
11489, 6975105, 1260679
11490, 6898237, 1158649
11491, 6564452, 1253238
11492, 6891636, 124459
11493, 6661896, 1329899
11494, 6860604, 1256796
11495, 6730725, 1231893
11496, 7075095, 1355127
11497, 6758887, 124922
11498, 6450132, 1233747
11499, 7327528, 1427375
11500, 6825937, 1295475
11501, 6791946, 1189415
11502, 6731071, 1127087
11503, 677966, 1378801
11504, 7129452, 1446277
11505, 6827275, 1151205
11506, 6686544, 1040809
11507, 6773325, 1063248
11508, 702269, 1464763
11509, 6962197, 133916
11510, 6748527, 1099157
11511, 6809415, 1312306
11512, 6609287, 1471966
11513, 6742801, 1280001
11514, 6908861, 111019
11515, 6570473, 1194562
11516, 6652344, 1349003
11517, 6867632, 1153375
11518, 6836099, 1313844
11519, 6634405, 1140256
11520, 6546233, 1017174
11521, 6538562, 9282921
11522, 7029342, 1310869
11523, 6681702, 1074364
11524, 6709018, 1261098
11525, 6910457, 137515
11526, 686582, 1261272
11527, 6769463, 1296272
11528, 6941766, 1350258
11529, 6490194, 123585
11530, 664883, 1368641
11531, 7109216, 1232561
11532, 7194657, 1343756
11533, 6815531, 1370752
11534, 6832479, 1243728
11535, 7093105, 1193693
11536, 6255787, 1057505
11537, 6872459, 1331973
11538, 6856969, 1232818
11539, 7070114, 1292904
11540, 672195, 1349439
11541, 6942099, 145046
11542, 652954, 1225997
11543, 675127, 1274652
11544, 6861443, 1301691
11545, 6823227, 1293011
11546, 6906606, 1249616
11547, 6776769, 1329052
11548, 6719954, 1317003
11549, 6619999, 1113766
11550, 6715817, 1246763
11551, 6580976, 1195688
11552, 6872661, 1487831
11553, 7101527, 1155961
11554, 703378, 122886
11555, 6660132, 1176958
11556, 6610835, 118365
11557, 6554454, 1256417
11558, 6708775, 1394027
11559, 7091229, 1519319
11560, 7005033, 1350001
11561, 6791474, 1304542
11562, 7044997, 1400553
11563, 6943277, 1121645
11564, 7069946, 1312794
11565, 6962487, 1204721
11566, 7095555, 1349733
11567, 6955239, 1542355
11568, 6667652, 116072
11569, 6894487, 1360275
11570, 6906771, 1265166
11571, 6868065, 1139339
11572, 6975765, 1183588
11573, 6574407, 1125993
11574, 6990579, 1187813
11575, 6749642, 1447324
11576, 7155734, 1464177
11577, 6887168, 1325791
11578, 6723421, 117092
11579, 6863376, 1190942
11580, 6865065, 1183285
11581, 6663756, 1353268
11582, 6787931, 1130279
11583, 6595049, 1442777
11584, 6946751, 1182912
11585, 6532821, 1073803
11586, 6676294, 1212519
11587, 685428, 117004
11588, 6891044, 1428254
11589, 6884368, 1506553
11590, 7338937, 1367121
11591, 6686841, 1164109
11592, 6752516, 1072826
11593, 6813449, 1218903
11594, 6839998, 1298416
11595, 6875545, 1416232
11596, 7122681, 1180369
11597, 6902697, 1184175
11598, 6936506, 1494627
11599, 7148858, 1392446
11600, 7003975, 13938
11601, 6586983, 1157434
11602, 6418612, 1128632
11603, 6822537, 1194641
11604, 6757609, 1268161
11605, 6832838, 1250752
11606, 697812, 1460231
11607, 6460544, 9810936
11608, 6935659, 1377401
11609, 6508819, 1291596
11610, 6725428, 1253354
11611, 6729744, 111402
11612, 6906367, 1288616
11613, 7066513, 132245
11614, 6634245, 1364106
11615, 6688466, 1337811
11616, 6983988, 1329299
11617, 6864288, 108615
11618, 6878708, 1428921
11619, 6836723, 1272684
11620, 7112176, 1190967
11621, 6855132, 1180137
11622, 7118105, 1477838
11623, 6832621, 1251014
11624, 6683958, 1178889
11625, 6920216, 1447944
11626, 6677853, 1287692
11627, 664406, 1184163
11628, 6902771, 136656
11629, 6599368, 1457856
11630, 6821133, 1263564
11631, 6881559, 1053418
11632, 6954378, 1360772
11633, 6704297, 1208592
11634, 6961676, 1210389
11635, 6911044, 1366009
11636, 6455954, 1234204
11637, 6579362, 1325145
11638, 6899934, 1250189
11639, 6616092, 1370073
11640, 643685, 1100215
11641, 6987282, 1248993
11642, 660047, 1168211
11643, 6896687, 1213857
11644, 6776358, 1428913
11645, 672019, 1185255
11646, 6767049, 1383916
11647, 6594121, 1218284
11648, 6262398, 1136392
11649, 686687, 1484025
11650, 6499303, 1343959
11651, 7014061, 1338105
11652, 6733278, 1110307
11653, 7115018, 1273908
11654, 6805094, 1231092
11655, 7068057, 1220871
11656, 6692683, 1325142
11657, 6732022, 1217055
11658, 6596371, 1261179
11659, 6636048, 1314652
11660, 7009062, 1416373
11661, 6677067, 114939
11662, 687819, 1288125
11663, 6806198, 1251513
11664, 6687471, 1241839
11665, 64991, 1205915
11666, 6424525, 1193337
11667, 6462759, 1170906
11668, 6747845, 1250172
11669, 6838035, 1203051
11670, 679413, 1402045
11671, 6938765, 120404
11672, 6972585, 1410221
11673, 6485369, 1405568
11674, 7114569, 1449609
11675, 6793166, 116703
11676, 658737, 1307339
11677, 6527492, 1207876
11678, 6436283, 1220425
11679, 6653787, 1165946
11680, 6952399, 1330562
11681, 6913837, 1396702
11682, 6767203, 1238558
11683, 6895441, 1412783
11684, 7104477, 1403705
11685, 7139529, 1497633
11686, 6654494, 1273852
11687, 6828091, 13624
11688, 6750144, 1393232
11689, 6829474, 1331216
11690, 7015135, 125669
11691, 6941645, 1358714
11692, 6936098, 1236386
11693, 6716252, 1306726
11694, 6853052, 1254746
11695, 6964804, 1166893
11696, 6668536, 1162552
11697, 6589405, 114064
11698, 6796456, 1183278
11699, 6466704, 1132242
11700, 6783132, 1311598
11701, 6937264, 1323018
11702, 6463475, 1222873
11703, 6845736, 1215602
11704, 6366412, 1213552
11705, 6823574, 1342459
11706, 6990933, 1450568
11707, 6634353, 1192517
11708, 7108621, 131099
11709, 6929874, 1133891
11710, 6926027, 1368925
11711, 683563, 1365469
11712, 6882059, 1348073
11713, 6711847, 1234971
11714, 7016349, 1367408
11715, 6731192, 1397817
11716, 6599526, 1179879
11717, 7032862, 1332887
11718, 6635638, 1309393
11719, 6546699, 1130275
11720, 6706126, 1147648
11721, 6937876, 1337697
11722, 6855299, 1321181
11723, 6428602, 1176389
11724, 6698559, 1248642
11725, 683511, 12934
11726, 7092088, 1383304
11727, 6562372, 1225121
11728, 6760294, 1315862
11729, 6545098, 109587
11730, 659003, 1246232
11731, 6928348, 1421931
11732, 6900879, 1428201
11733, 6972132, 1270407
11734, 6826773, 1362919
11735, 6526077, 1073359
11736, 666262, 1368962
11737, 685705, 1214571
11738, 7151468, 1397799
11739, 6797982, 1210927
11740, 6826653, 1346471
11741, 6637001, 1331274
11742, 6556004, 1140317
11743, 6820536, 1282957
11744, 7014549, 1386955
11745, 6601422, 1140106
11746, 6559692, 127598
11747, 6631345, 1098002
11748, 7052695, 1515058
11749, 6576106, 1136272
11750, 69682, 1355456
11751, 6890157, 1416732
11752, 6387521, 128004
11753, 6944937, 1443768
11754, 703846, 1667687
11755, 6916422, 1384332
11756, 710881, 151926
11757, 6477026, 1064436
11758, 6903944, 1156827
11759, 683332, 1213881
11760, 6765971, 1316348
11761, 6595743, 1297027
11762, 6825092, 1148441
11763, 7046955, 1275134
11764, 6987183, 1545964
11765, 70761, 1288214
11766, 6736771, 123046
11767, 6831548, 1145312
11768, 6510293, 1331303
11769, 6523562, 107844
11770, 7083969, 1369762
11771, 6839903, 129656
11772, 6820073, 1182019
11773, 6694098, 1392128
11774, 6607977, 1318414
11775, 6336659, 123006
11776, 6865857, 1266649
11777, 6737221, 1371801
11778, 6843509, 1368554
11779, 6622392, 1225205
11780, 7165466, 141219
11781, 6669573, 1251122
11782, 668559, 1221614
11783, 6802755, 1347933
11784, 6770778, 1222427
11785, 6385135, 1201494
11786, 6993291, 133902
11787, 6584544, 1297101
11788, 6674059, 1355989
11789, 6649611, 1328285
11790, 6853937, 1360357
11791, 6824023, 1265821
11792, 7003063, 1390857
11793, 6770792, 122902
11794, 6772492, 1174035
11795, 6884977, 1339518
11796, 6871268, 1263643
11797, 680793, 1302869
11798, 6830545, 1316604
11799, 7086867, 1265751
11800, 6831463, 1134925
11801, 6762648, 1101234
11802, 7114779, 1423998
11803, 6734629, 1071787
11804, 6662532, 1206675
11805, 6668854, 1224703
11806, 6990665, 159966
11807, 6551279, 1087832
11808, 6747262, 1172175
11809, 6625672, 1167766
11810, 6830086, 1276778
11811, 6831294, 1388446
11812, 6845399, 1081145
11813, 6864421, 140159
11814, 6531594, 1066611
11815, 6832665, 1390646
11816, 6977082, 1360617
11817, 6620932, 1330581
11818, 6843401, 1198631
11819, 6525387, 1162822
11820, 717355, 1620943
11821, 6776721, 1488833
11822, 7051655, 1413628
11823, 704336, 1367627
11824, 6425671, 1148728
11825, 6937609, 1280026
11826, 7107934, 1345151
11827, 7170178, 1241645
11828, 673987, 1113275
11829, 6362986, 113608
11830, 6713345, 1169574
11831, 6870886, 1291443
11832, 6771809, 1233103
11833, 6772767, 1282164
11834, 7007335, 1329222
11835, 6420874, 1247975
11836, 7010636, 1149911
11837, 6516199, 1109849
11838, 6853018, 1252053
11839, 6979457, 1311487
11840, 6728489, 1052101
11841, 6949036, 1296225
11842, 6542646, 1117143
11843, 6631501, 1058468
11844, 6573484, 1045094
11845, 7130941, 1523587
11846, 7022624, 1479016
11847, 6804495, 1302388
11848, 7027278, 1382409
11849, 6697106, 1352028
11850, 6855277, 1237852
11851, 6617403, 118887
11852, 7137583, 1433104
11853, 681764, 1305409
11854, 6628408, 1421004
11855, 6815962, 1137851
11856, 7000181, 1378272
11857, 6530659, 1298103
11858, 6567376, 1205005
11859, 6892178, 1196501
11860, 676359, 1408418
11861, 6791694, 119803
11862, 6748812, 1309508
11863, 6930675, 1150445
11864, 6786395, 1325698
11865, 6571274, 1247391
11866, 6733136, 1266475
11867, 6931735, 1225178
11868, 6752153, 136845
11869, 6779825, 120662
11870, 6926416, 1315304
11871, 6649667, 1097068
11872, 66038, 1109574
11873, 6829789, 1167817
11874, 6905551, 1308969
11875, 650319, 1331258
11876, 6931651, 1389581
11877, 6621304, 1288419
11878, 6618026, 1224841
11879, 6886646, 1204853
11880, 6786276, 1488508
11881, 6717639, 121491
11882, 6617, 1123456
11883, 6925778, 1188957
11884, 7280628, 1509784
11885, 6749802, 1450319
11886, 6853323, 1069801
11887, 6772701, 1108524
11888, 67403, 123071
11889, 7097371, 1379285
11890, 6588602, 1270234
11891, 6469625, 1162922
11892, 6507999, 1070743
11893, 6733598, 1077602
11894, 6717823, 120969
11895, 682152, 1225298
11896, 6827877, 1201926
11897, 7032072, 1252459
11898, 6884149, 118773
11899, 6541384, 1275122
11900, 6690698, 1225176
11901, 6692565, 1096505
11902, 7216852, 125865
11903, 6758419, 124551
11904, 7105097, 1391868
11905, 6865329, 1213343
11906, 7113818, 1252209
11907, 6983064, 1138154
11908, 6924294, 1284726
11909, 7080795, 1482193
11910, 714514, 1424792
11911, 6834795, 1376452
11912, 6696807, 1232171
11913, 6735193, 1357481
11914, 663123, 1194157
11915, 6838857, 1532032
11916, 6872186, 1207069
11917, 646156, 1248206
11918, 7104385, 1493598
11919, 655576, 1127
11920, 717762, 1370197
11921, 6766805, 1291137
11922, 7038662, 1131486
11923, 6505914, 1172483
11924, 6929376, 1444311
11925, 6892487, 123064
11926, 7323153, 1402285
11927, 6798518, 1224877
11928, 6602174, 1067391
11929, 6250806, 1217353
11930, 6711208, 1249627
11931, 672525, 1317284
11932, 6686219, 1072551
11933, 6611034, 111458
11934, 6921797, 1341583
11935, 6686285, 1094149
11936, 6672363, 1034764
11937, 6791114, 1233007
11938, 7015546, 1291033
11939, 651448, 1080862
11940, 6916116, 1251179
11941, 6914544, 1449626
11942, 6679109, 1148214
11943, 6856128, 1275046
11944, 6777908, 1201861
11945, 658903, 1081277
11946, 6491798, 1171005
11947, 6551983, 1152811
11948, 7039488, 1213756
11949, 6871595, 1202871
11950, 6940879, 1422191
11951, 6395804, 9396913
11952, 6849986, 1311487
11953, 6503967, 1142779
11954, 6709578, 1239914
11955, 7039063, 1193835
11956, 6913445, 1247073
11957, 6981349, 1273314
11958, 6715358, 1072308
11959, 663247, 1106354
11960, 672547, 1339845
11961, 6730359, 1148441
11962, 6831411, 1263453
11963, 6684937, 1218716
11964, 6602415, 1115549
11965, 6915659, 1221897
11966, 6893022, 109462
11967, 6603322, 102562
11968, 6712476, 1204642
11969, 7094314, 1330277
11970, 6795293, 13702
11971, 682514, 1524285
11972, 695022, 126022
11973, 7263806, 1463356
11974, 6781132, 1314317
11975, 7126903, 1661956
11976, 6711464, 1240268
11977, 6708781, 1172354
11978, 6662197, 1401115
11979, 6937986, 139854
11980, 6572499, 11201
11981, 6805531, 10854
11982, 7106203, 142837
11983, 6701009, 1359007
11984, 6796128, 1309758
11985, 6962918, 1432022
11986, 7118686, 1286857
11987, 6721088, 1256535
11988, 6975744, 1382061
11989, 6793962, 1082722
11990, 642564, 119722
11991, 7057913, 130738
11992, 7059481, 1246141
11993, 6945839, 1485158
11994, 6557668, 1257709
11995, 6743466, 1360448
11996, 695304, 1338402
11997, 6871379, 12441
11998, 6483136, 1270468
11999, 6667627, 1275915
12000, 6708247, 118982
12001, 696942, 1130169
12002, 7194501, 1197111
12003, 6708849, 1246879
12004, 6661029, 1250603
12005, 6739237, 1192096
12006, 7122979, 1370453
12007, 689821, 1260012
12008, 6629932, 1091158
12009, 6758579, 1202176
12010, 6947049, 1408544
12011, 676955, 1190652
12012, 6841184, 1258553
12013, 6640097, 1375308
12014, 6584222, 1174226
12015, 6560355, 119848
12016, 6817426, 1247243
12017, 6815865, 1432579
12018, 7033009, 1066697
12019, 6496481, 1072662
12020, 7000114, 1420097
12021, 7312757, 1329793
12022, 6952659, 1291657
12023, 6593632, 1145142
12024, 6830593, 1380436
12025, 6921721, 1391741
12026, 6904623, 1263741
12027, 6651131, 1229418
12028, 6841765, 1222372
12029, 6720049, 1199224
12030, 7056953, 1388804
12031, 6702131, 1205036
12032, 6086977, 1088633
12033, 6959968, 1338641
12034, 6690576, 1257039
12035, 654273, 1044564
12036, 6545238, 1187077
12037, 6618847, 11458
12038, 6948939, 1300937
12039, 6759082, 1107189
12040, 6967, 1192428
12041, 7181069, 1324703
12042, 7021365, 1391803
12043, 6464602, 1116086
12044, 6531384, 1232647
12045, 6930209, 1432325
12046, 6721984, 1264004
12047, 6789698, 1057861
12048, 6644468, 1284753
12049, 6630217, 125448
12050, 6629508, 1232967
12051, 7181034, 1206109
12052, 6362293, 1308869
12053, 7064303, 1355782
12054, 7085476, 1311407
12055, 6981498, 1418795
12056, 661487, 1203851
12057, 7103088, 1464631
12058, 6613556, 1149154
12059, 6564932, 1327519
12060, 6858104, 1330067
12061, 6722079, 1456399
12062, 6640365, 1231849
12063, 6852532, 1257403
12064, 6932648, 1196727
12065, 6536659, 1162944
12066, 6904615, 1332845
12067, 7137994, 1411697
12068, 6713772, 1108047
12069, 673967, 1247118
12070, 6383814, 1109801
12071, 6825068, 1325773
12072, 6636931, 115305
12073, 7085914, 1375541
12074, 6720268, 1193535
12075, 6563288, 1138987
12076, 712199, 1436782
12077, 6734903, 1137846
12078, 678991, 1105785
12079, 6507971, 1334616
12080, 6951681, 128293
12081, 662851, 1112819
12082, 6968337, 1344863
12083, 6965526, 1511571
12084, 6796292, 1332323
12085, 7132203, 1407135
12086, 6905447, 1387171
12087, 6794235, 131865
12088, 6832092, 1273932
12089, 6987217, 1297374
12090, 6683557, 1377577
12091, 7046217, 1540255
12092, 6769032, 1330156
12093, 6910601, 1335459
12094, 7029157, 1289032
12095, 7035631, 1165879
12096, 673204, 1067376
12097, 7118881, 1450456
12098, 6571934, 1301984
12099, 6740796, 1206435
12100, 6505988, 1115235
12101, 6822719, 1088273
12102, 6953688, 135964
12103, 6994726, 1253808
12104, 6626851, 1197967
12105, 6605849, 1183292
12106, 6425245, 1095647
12107, 685623, 1301006
12108, 6773521, 1197671
12109, 6959796, 1415493
12110, 6746095, 1237306
12111, 6862535, 1110908
12112, 7125126, 1427636
12113, 6724688, 1268263
12114, 6755773, 1251369
12115, 6857922, 1120673
12116, 6745327, 1243866
12117, 725565, 1452378
12118, 6950107, 1226854
12119, 7001967, 1348425
12120, 672572, 1328406
12121, 6522247, 1183554
12122, 7280624, 1397892
12123, 6913179, 117918
12124, 6743053, 1210933
12125, 6728059, 1314824
12126, 70001, 1380392
12127, 6433997, 1060198
12128, 6726735, 1240488
12129, 6917724, 1303436
12130, 667465, 1066506
12131, 6903417, 1482146
12132, 6834615, 1334005
12133, 6600974, 1064586
12134, 6921559, 1344881
12135, 6707331, 1306017
12136, 7063793, 130712
12137, 6724595, 1355243
12138, 6810686, 1178123
12139, 6690742, 1119697
12140, 7015059, 1584821
12141, 7165992, 1362884
12142, 6680315, 125755
12143, 6704952, 1067259
12144, 705931, 1307728
12145, 6584071, 1226521
12146, 6879573, 1162171
12147, 6812082, 1387471
12148, 6431209, 1355388
12149, 6799862, 1285274
12150, 6844172, 1266112
12151, 7100788, 1434924
12152, 6407458, 1215426
12153, 6681797, 1172431
12154, 6800128, 1375348
12155, 6546423, 1248913
12156, 6739722, 1291587
12157, 6627501, 1001148
12158, 696573, 1403259
12159, 6786229, 1224027
12160, 685617, 1214645
12161, 6677693, 1302914
12162, 6289638, 120599
12163, 6709047, 1182317
12164, 679903, 114796
12165, 7070392, 1307639
12166, 6782304, 134663
12167, 6715786, 1148141
12168, 6592163, 1154548
12169, 7002526, 1258528
12170, 7112524, 1404603
12171, 6274696, 1268135
12172, 6894674, 1402945
12173, 6525058, 1270436
12174, 6714245, 1205611
12175, 6868723, 1308492
12176, 6862073, 1452174
12177, 6811324, 1165409
12178, 6686238, 1191125
12179, 6540349, 1013363
12180, 662707, 1034722
12181, 6686583, 1161746
12182, 7166678, 1348888
12183, 6800017, 1258476
12184, 6866882, 1394216
12185, 7035973, 1290875
12186, 6776052, 1310901
12187, 6921882, 1341076
12188, 6774631, 1056764
12189, 6415971, 1298562
12190, 6762334, 1106548
12191, 6789328, 11709
12192, 6548471, 129224
12193, 6832528, 1034745
12194, 682654, 1437801
12195, 7242057, 144387
12196, 6691696, 1230398
12197, 6943684, 1376724
12198, 6885114, 1331969
12199, 6837809, 1228097
12200, 6605187, 1305855
12201, 712338, 1259994
12202, 6745676, 1086551
12203, 672524, 1533825
12204, 6811876, 1249622
12205, 7095119, 1401531
12206, 6629131, 1308994
12207, 701926, 1351047
12208, 6735325, 1346156
12209, 6446167, 1358058
12210, 7085183, 1432765
12211, 6458449, 1228244
12212, 6711487, 1289426
12213, 682263, 127832
12214, 6715835, 1272791
12215, 6682518, 1325872
12216, 6946473, 1195371
12217, 6751664, 1250381
12218, 6711773, 1186122
12219, 6912468, 1363269
12220, 6929808, 11853
12221, 669325, 1272762
12222, 7025476, 1317454
12223, 6999264, 1484428
12224, 6838126, 1271378
12225, 6974475, 1392463
12226, 7044609, 1238717
12227, 6691785, 1180017
12228, 647893, 1224913
12229, 7165016, 1346808
12230, 6512654, 1143412
12231, 6805579, 1272138
12232, 6579014, 1259146
12233, 6694808, 1322477
12234, 6567741, 121675
12235, 6903795, 1083441
12236, 6986852, 1515482
12237, 6477588, 1131183
12238, 7023879, 1272366
12239, 6763708, 1247167
12240, 6751121, 138459
12241, 6782751, 1123725
12242, 7058388, 1563417
12243, 6966437, 1336791
12244, 6628256, 1086047
12245, 6537604, 1233283
12246, 7065344, 1384873
12247, 7138739, 1449405
12248, 6936593, 1243237
12249, 6967527, 1483828
12250, 703007, 143818
12251, 6516553, 1158163
12252, 6833872, 1325597
12253, 6838456, 123041
12254, 6555581, 115654
12255, 7017992, 1216342
12256, 6731808, 1233304
12257, 6858594, 1152254
12258, 7237217, 1341157
12259, 7020267, 1561811
12260, 6839107, 1166836
12261, 702734, 1524301
12262, 690748, 1386826
12263, 684253, 1254829
12264, 6613668, 1321366
12265, 6785165, 1228117
12266, 6695818, 1141717
12267, 6598578, 1157531
12268, 6795387, 1233642
12269, 6627293, 1179091
12270, 6852896, 127998
12271, 682623, 1273359
12272, 6634027, 1145888
12273, 6937304, 1371683
12274, 6526199, 1220038
12275, 6870917, 1196392
12276, 6552726, 1237422
12277, 6769321, 124275
12278, 689238, 1361853
12279, 661141, 1135469
12280, 6806372, 1276532
12281, 6759091, 1169586
12282, 6892378, 1216715
12283, 6989731, 1482053
12284, 6699788, 114555
12285, 6816828, 1339443
12286, 6843843, 115666
12287, 6778708, 1223734
12288, 6960158, 1213371
12289, 6825161, 1231813
12290, 6641627, 9873281
12291, 6820539, 1169375
12292, 6921756, 1293186
12293, 640896, 1093183
12294, 6627351, 1271996
12295, 6567844, 1016524
12296, 6819255, 1383676
12297, 6944838, 1377202
12298, 6719421, 1037516
12299, 6712478, 116941
12300, 6454169, 1251319
12301, 6953675, 141507
12302, 672357, 1221695
12303, 6795026, 129204
12304, 67426, 126447
12305, 6728909, 1220906
12306, 6499608, 1367717
12307, 6543867, 1302553
12308, 6824171, 120773
12309, 6704762, 1196362
12310, 6653415, 1129701
12311, 6888695, 1218495
12312, 6783407, 1381722
12313, 6637759, 1235915
12314, 6536769, 1197125
12315, 7068318, 1358685
12316, 6549411, 1413237
12317, 6791316, 1213794
12318, 7079802, 1263383
12319, 6851827, 1280545
12320, 6747969, 1264347
12321, 6524066, 1233877
12322, 6432772, 1185248
12323, 7041288, 1527421
12324, 666237, 1152339
12325, 6590593, 1082655
12326, 6652769, 1125525
12327, 6931461, 1267857
12328, 6287739, 1036848
12329, 6892071, 1307199
12330, 6613747, 1083422
12331, 6999833, 1225223
12332, 6846595, 1387703
12333, 6925966, 1339125
12334, 6993628, 1281196
12335, 6701834, 1234636
12336, 6977194, 1308096
12337, 6865212, 1394811
12338, 6844554, 1111441
12339, 6788896, 1184146
12340, 6868925, 1212378
12341, 6556401, 1053675
12342, 6920112, 139431
12343, 6841482, 1346557
12344, 6909655, 1230012
12345, 689416, 1288854
12346, 679139, 1272376
12347, 6829377, 1345271
12348, 6632216, 1343075
12349, 6820057, 1269387
12350, 6963237, 1452524
12351, 6833465, 1173751
12352, 6988231, 1439678
12353, 6711991, 1152308
12354, 7053097, 1258404
12355, 6783481, 1357228
12356, 688196, 1283999
12357, 680312, 1254532
12358, 6903316, 1341379
12359, 6726332, 1267256
12360, 6639875, 1353503
12361, 647363, 1093803
12362, 6925052, 1119038
12363, 6950292, 1466922
12364, 6811694, 1283326
12365, 6937864, 1262731
12366, 661219, 1153591
12367, 6543542, 1272422
12368, 7094749, 1448983
12369, 6568418, 1146552
12370, 6870422, 1318082
12371, 683036, 1369984
12372, 711963, 1411763
12373, 6857603, 1418451
12374, 7022202, 1287039
12375, 6708514, 1197705
12376, 6568889, 1209908
12377, 6751772, 1252817
12378, 7030046, 1383313
12379, 6871184, 1191353
12380, 6911819, 1337623
12381, 6566806, 1225953
12382, 6435738, 1048098
12383, 6950005, 135985
12384, 6799347, 1197518
12385, 6884027, 125351
12386, 6665667, 1279004
12387, 6457652, 1258364
12388, 6825611, 1300452
12389, 701304, 1304494
12390, 6915411, 1379543
12391, 6600913, 1293445
12392, 6525623, 1298806
12393, 6538594, 1118541
12394, 6892278, 1183422
12395, 6705723, 1336179
12396, 6730535, 136954
12397, 6488411, 1400156
12398, 6628154, 1009385
12399, 7093763, 1354012
12400, 7063453, 1336095
12401, 6946661, 1288735
12402, 6796774, 1439946
12403, 700157, 1349027
12404, 6846486, 1026906
12405, 6554388, 1083486
12406, 6957076, 1341768
12407, 6870712, 1227974
12408, 6647937, 1264091
12409, 656515, 1389004
12410, 648085, 1184505
12411, 6920954, 1284521
12412, 712453, 1403166
12413, 6678091, 1331914
12414, 6666698, 1182094
12415, 6746012, 1303946
12416, 6839734, 1321677
12417, 6605758, 1067136
12418, 7074289, 1291447
12419, 690472, 1125379
12420, 6525487, 1130535
12421, 7083969, 1361852
12422, 6648308, 1295826
12423, 6486362, 131524
12424, 6489809, 104151
12425, 6691413, 1318421
12426, 6879811, 1380315
12427, 6826946, 139016
12428, 6887518, 1452094
12429, 6851555, 1167877
12430, 6425854, 1179964
12431, 7184377, 1493361
12432, 7108684, 1481875
12433, 642151, 1217215
12434, 6263566, 1088842
12435, 6581205, 1207095
12436, 6733833, 1372586
12437, 6581917, 1131984
12438, 6799186, 1148133
12439, 6911226, 1378176
12440, 7184641, 1322059
12441, 7271856, 1343143
12442, 6757166, 1270006
12443, 6686178, 1249583
12444, 6718912, 1312947
12445, 6768132, 1222843
12446, 6623406, 1135248
12447, 6474007, 873791
12448, 6797426, 1209928
12449, 7057709, 1319995
12450, 7200389, 1474338
12451, 6760891, 130389
12452, 6668001, 1182663
12453, 7070574, 12406
12454, 6775154, 1230129
12455, 6921119, 13449
12456, 7008521, 1207698
12457, 6845585, 1225019
12458, 6886915, 1291183
12459, 6792791, 1172508
12460, 704825, 1367279
12461, 6932572, 1226077
12462, 6752547, 1489945
12463, 6562965, 1310125
12464, 6789239, 1281211
12465, 6812894, 1161115
12466, 6954996, 1464172
12467, 668999, 1258277
12468, 6760053, 113744
12469, 6523102, 1279767
12470, 6851538, 1271196
12471, 7176225, 1232438
12472, 6654347, 1326527
12473, 6645278, 1235997
12474, 6974047, 1289735
12475, 6815836, 1298696
12476, 6603258, 1201757
12477, 6473717, 1137689
12478, 6558498, 1129359
12479, 6654497, 1222424
12480, 6941557, 1404464
12481, 706516, 1486669
12482, 6955188, 1322138
12483, 6789495, 1329517
12484, 6731471, 1388578
12485, 6375295, 118195
12486, 672233, 1256088
12487, 6754931, 1264352
12488, 6691107, 122745
12489, 6909424, 1226279
12490, 6709958, 1185781
12491, 7047341, 1409829
12492, 6968349, 1279623
12493, 6856579, 1333859
12494, 6743454, 1236383
12495, 6655213, 1158177
12496, 680387, 1383228
12497, 6978338, 1243807
12498, 6794391, 1312025
12499, 6663849, 1269132
12500, 6845079, 127414
12501, 7007106, 1135241
12502, 6931026, 1143171
12503, 7175837, 1356142
12504, 6971622, 140662
12505, 6699944, 130037
12506, 7248928, 1387557
12507, 6628225, 1175711
12508, 6600195, 1307777
12509, 685202, 1185414
12510, 6726404, 1219478
12511, 6581057, 1208452
12512, 6839663, 1408006
12513, 6954723, 1391849
12514, 6882906, 1263249
12515, 6768691, 1219448
12516, 6860051, 1108007
12517, 6702558, 1275396
12518, 6932334, 1397775
12519, 6776623, 123344
12520, 6676197, 1092005
12521, 67098, 1172866
12522, 6896237, 13663
12523, 6668073, 1366551
12524, 7007508, 1299514
12525, 6638605, 1262915
12526, 6905442, 1319593
12527, 6949012, 1405831
12528, 6812397, 1288785
12529, 6840195, 1391229
12530, 6940097, 1323228
12531, 6955725, 143996
12532, 6871036, 1265518
12533, 6521573, 1168032
12534, 6936761, 1355201
12535, 6912651, 1390078
12536, 6689099, 1376137
12537, 654888, 1342944
12538, 6820845, 1353887
12539, 6629682, 1118809
12540, 6753607, 111545
12541, 6754041, 1251986
12542, 6988988, 1441664
12543, 6855332, 1109255
12544, 6719021, 125038
12545, 6735534, 1310543
12546, 7149612, 1388885
12547, 6882757, 1304426
12548, 6911661, 1196437
12549, 6463422, 1277079
12550, 6458205, 100557
12551, 659946, 1242257
12552, 690528, 1295877
12553, 6980507, 1549924
12554, 684173, 1449684
12555, 6712852, 1162219
12556, 6685993, 1179136
12557, 6875888, 1254433
12558, 6611846, 1315019
12559, 6464742, 1128034
12560, 6559808, 1221915
12561, 6941123, 1323657
12562, 6986767, 1182363
12563, 6774429, 1153566
12564, 6957154, 126382
12565, 6693873, 1262335
12566, 6732014, 1306583
12567, 6745694, 1132988
12568, 7022599, 135254
12569, 6603134, 1110406
12570, 6838498, 1194007
12571, 6863206, 1270706
12572, 7110527, 1286674
12573, 6803731, 1160219
12574, 6668726, 1217474
12575, 6676614, 1048083
12576, 7056704, 1224718
12577, 6474464, 9972601
12578, 6786554, 1081438
